Release Period,State,Facility ID,Completed Surveys,Response Rate (%)
07_2015,SC,420080,300 or more,44
07_2015,SC,420082,300 or more,25
07_2015,SC,420083,300 or more,30
07_2015,SC,420085,300 or more,32
07_2015,SC,420086,300 or more,23
07_2015,SC,420087,300 or more,36
07_2015,SC,420089,300 or more,42
07_2015,SC,420091,300 or more,32
07_2015,SC,420098,300 or more,34
07_2015,SC,420101,300 or more,37
07_2015,SC,420102,300 or more,50
07_2015,SC,420103,300 or more,36
07_2015,SC,420104,300 or more,30
07_2015,SC,420105,300 or more,33
07_2015,SC,420106,Not Available,Not Available
07_2015,SC,421300,Not Available,Not Available
07_2015,SC,421301,Between 100 and 299,32
07_2015,SC,421302,Fewer than 100,14
07_2015,SC,421303,Between 100 and 299,28
07_2015,SC,421304,Not Available,Not Available
07_2015,SD,430005,300 or more,28
07_2015,SD,430008,300 or more,39
07_2015,SD,430012,300 or more,33
07_2015,SD,430013,300 or more,33
07_2015,SD,430014,300 or more,31
07_2015,SD,430015,300 or more,28
07_2015,SD,430016,300 or more,35
07_2015,SD,430027,300 or more,39
07_2015,SD,430048,300 or more,30
07_2015,SD,430077,300 or more,29
07_2015,SD,430081,Between 100 and 299,12
07_2015,SD,430082,Not Available,Not Available
07_2015,SD,430083,Fewer than 100,16
07_2015,SD,430084,Fewer than 100,12
07_2015,SD,430089,300 or more,65
07_2015,SD,430090,300 or more,72
07_2015,SD,430091,300 or more,66
07_2015,SD,430092,Between 100 and 299,82
07_2015,SD,430093,Fewer than 100,53
07_2015,SD,430095,300 or more,59
07_2015,SD,430096,Fewer than 100,51
07_2015,SD,430097,Between 100 and 299,33
07_2015,SD,431300,Fewer than 100,31
07_2015,SD,431306,Fewer than 100,29
07_2015,SD,431307,Fewer than 100,29
07_2015,SD,431308,Fewer than 100,33
07_2015,SD,431309,Not Available,Not Available
07_2015,SD,431310,Fewer than 100,35
07_2015,SD,431311,Fewer than 100,34
07_2015,SD,431312,Fewer than 100,23
07_2015,SD,431315,Fewer than 100,21
07_2015,SD,431316,Not Available,Not Available
07_2015,SD,431317,Fewer than 100,25
07_2015,SD,431320,Fewer than 100,33
07_2015,SD,431321,Fewer than 100,35
07_2015,SD,431322,Not Available,Not Available
07_2015,SD,431323,Fewer than 100,18
07_2015,SD,431324,Fewer than 100,17
07_2015,SD,431325,Fewer than 100,23
07_2015,SD,431326,Fewer than 100,33
07_2015,SD,431327,Fewer than 100,24
07_2015,SD,431329,Fewer than 100,16
07_2015,SD,431330,Fewer than 100,19
07_2015,SD,431331,Fewer than 100,24
07_2015,SD,431332,Fewer than 100,50
07_2015,SD,431333,Fewer than 100,37
07_2015,SD,431334,Fewer than 100,27
07_2015,SD,431335,Not Available,Not Available
07_2015,SD,431336,Fewer than 100,34
07_2015,SD,431337,Fewer than 100,34
07_2015,SD,431338,Fewer than 100,22
07_2015,TN,440001,Between 100 and 299,27
07_2015,TN,440002,300 or more,26
07_2015,TN,440003,300 or more,35
07_2015,TN,440006,300 or more,30
07_2015,TN,440007,Between 100 and 299,24
07_2015,TN,440008,Fewer than 100,28
07_2015,TN,440009,300 or more,31
07_2015,TN,440010,Between 100 and 299,20
07_2015,TN,440011,300 or more,30
07_2015,TN,440012,300 or more,27
07_2015,TN,440015,300 or more,32
07_2015,TN,440016,Between 100 and 299,27
07_2015,TN,440017,300 or more,30
07_2015,TN,440018,300 or more,24
07_2015,TN,440020,Between 100 and 299,30
07_2015,TN,440025,300 or more,35
07_2015,TN,440029,300 or more,37
07_2015,TN,440030,300 or more,34
07_2015,TN,440031,300 or more,34
07_2015,TN,440032,Between 100 and 299,27
07_2015,TN,440033,300 or more,24
07_2015,TN,440034,300 or more,38
07_2015,TN,440035,300 or more,32
07_2015,TN,440039,300 or more,31
07_2015,TN,440040,Fewer than 100,45
07_2015,TN,440046,300 or more,32
07_2015,TN,440048,300 or more,22
07_2015,TN,440049,300 or more,24
07_2015,TN,440050,300 or more,22
07_2015,TN,440051,Between 100 and 299,33
07_2015,TN,440053,300 or more,33
07_2015,TN,440056,300 or more,33
07_2015,TN,440057,Between 100 and 299,32
07_2015,TN,440058,300 or more,34
07_2015,TN,440059,300 or more,35
07_2015,TN,440060,Fewer than 100,32
07_2015,TN,440061,300 or more,32
07_2015,TN,440063,300 or more,25
07_2015,TN,440065,300 or more,24
07_2015,TN,440067,300 or more,34
07_2015,TN,440068,300 or more,35
07_2015,TN,440070,Fewer than 100,25
07_2015,TN,440072,300 or more,29
07_2015,TN,440073,300 or more,27
07_2015,TN,440081,300 or more,34
07_2015,TN,440082,300 or more,41
07_2015,TN,440083,Between 100 and 299,25
07_2015,TN,440084,300 or more,35
07_2015,TN,440091,300 or more,41
07_2015,TN,440102,Between 100 and 299,24
07_2015,TN,440104,300 or more,30
07_2015,TN,440109,Between 100 and 299,30
07_2015,TN,440110,300 or more,36
07_2015,TN,440111,300 or more,27
07_2015,TN,440120,300 or more,34
07_2015,TN,440125,300 or more,34
07_2015,TN,440130,300 or more,24
07_2015,TN,440131,Between 100 and 299,12
07_2015,TN,440132,300 or more,37
07_2015,TN,440133,300 or more,35
07_2015,TN,440137,300 or more,33
07_2015,TN,440141,Fewer than 100,30
07_2015,TN,440144,300 or more,26
07_2015,TN,440147,Not Available,Not Available
07_2015,TN,440148,Between 100 and 299,47
07_2015,TN,440150,300 or more,30
07_2015,TN,440151,300 or more,36
07_2015,TN,440152,300 or more,19
07_2015,TN,440153,300 or more,26
07_2015,TN,440156,300 or more,35
07_2015,TN,440159,Between 100 and 299,21
07_2015,TN,440161,300 or more,33
07_2015,TN,440168,Fewer than 100,16
07_2015,TN,440173,300 or more,39
07_2015,TN,440174,Not Available,Not Available
07_2015,TN,440175,300 or more,31
07_2015,TN,440176,300 or more,25
07_2015,TN,440180,Between 100 and 299,16
07_2015,TN,440181,Fewer than 100,18
07_2015,TN,440182,Between 100 and 299,31
07_2015,TN,440183,300 or more,38
07_2015,TN,440184,300 or more,27
07_2015,TN,440185,300 or more,38
07_2015,TN,440187,300 or more,38
07_2015,TN,440189,300 or more,37
07_2015,TN,440192,Between 100 and 299,36
07_2015,TN,440193,300 or more,23
07_2015,TN,440194,300 or more,30
07_2015,TN,440197,300 or more,31
07_2015,TN,440200,Between 100 and 299,38
07_2015,TN,440218,300 or more,56
07_2015,TN,440227,300 or more,30
07_2015,TN,440228,300 or more,36
07_2015,TN,440231,Not Available,Not Available
07_2015,TN,440232,Not Available,Not Available
07_2015,TN,441300,Not Available,Not Available
07_2015,TN,441301,Fewer than 100,36
07_2015,TN,441305,Fewer than 100,26
07_2015,TN,441307,Between 100 and 299,35
07_2015,TN,441308,Not Available,Not Available
07_2015,TN,441309,Not Available,Not Available
07_2015,TN,441310,Between 100 and 299,28
07_2015,TN,441311,Fewer than 100,26
07_2015,TN,441313,Fewer than 100,29
07_2015,TN,441314,Not Available,Not Available
07_2015,TN,441315,Between 100 and 299,47
07_2015,TN,441316,Fewer than 100,23
07_2015,TX,450002,300 or more,34
07_2015,TX,450005,Between 100 and 299,30
07_2015,TX,450007,300 or more,34
07_2015,TX,450010,300 or more,27
07_2015,TX,450011,300 or more,26
07_2015,TX,450015,300 or more,13
07_2015,TX,450018,300 or more,19
07_2015,TX,450021,300 or more,23
07_2015,TX,450023,300 or more,26
07_2015,TX,450024,300 or more,25
07_2015,TX,450028,300 or more,31
07_2015,TX,450029,300 or more,24
07_2015,TX,450032,300 or more,23
07_2015,TX,450033,300 or more,33
07_2015,TX,450034,300 or more,24
07_2015,TX,450035,300 or more,20
07_2015,TX,450037,300 or more,25
07_2015,TX,450039,300 or more,13
07_2015,TX,450040,300 or more,35
07_2015,TX,450042,300 or more,30
07_2015,TX,450044,300 or more,23
07_2015,TX,450046,300 or more,19
07_2015,TX,450051,300 or more,18
07_2015,TX,450052,Fewer than 100,37
07_2015,TX,450054,300 or more,26
07_2015,TX,450055,Between 100 and 299,20
07_2015,TX,450056,300 or more,27
07_2015,TX,450058,300 or more,28
07_2015,TX,450064,300 or more,22
07_2015,TX,450068,300 or more,18
07_2015,TX,450072,300 or more,20
07_2015,TX,450073,Fewer than 100,30
07_2015,TX,450078,Fewer than 100,30
07_2015,TX,450079,300 or more,19
07_2015,TX,450080,300 or more,19
07_2015,TX,450082,Between 100 and 299,13
07_2015,TX,450083,300 or more,26
07_2015,TX,450085,Fewer than 100,26
07_2015,TX,450087,300 or more,29
07_2015,TX,450090,Not Available,Not Available
07_2015,TX,450092,300 or more,13
07_2015,TX,450097,300 or more,26
07_2015,TX,450099,300 or more,26
07_2015,TX,450101,300 or more,21
07_2015,TX,450102,300 or more,31
07_2015,TX,450104,300 or more,24
07_2015,TX,450107,300 or more,27
07_2015,TX,450108,Between 100 and 299,31
07_2015,TX,450119,300 or more,18
07_2015,TX,450124,300 or more,25
07_2015,TX,450128,300 or more,18
07_2015,TX,450130,300 or more,20
07_2015,TX,450132,300 or more,26
07_2015,TX,450133,300 or more,16
07_2015,TX,450135,300 or more,25
07_2015,TX,450137,300 or more,20
07_2015,TX,450143,Fewer than 100,27
07_2015,TX,450144,Between 100 and 299,18
07_2015,TX,450147,300 or more,27
07_2015,TX,450148,300 or more,21
07_2015,TX,450152,300 or more,19
07_2015,TX,450154,300 or more,16
07_2015,TX,450155,Fewer than 100,17
07_2015,TX,450162,Between 100 and 299,46
07_2015,TX,450163,300 or more,17
07_2015,TX,450165,Between 100 and 299,24
07_2015,TX,450176,300 or more,31
07_2015,TX,450177,Between 100 and 299,25
07_2015,TX,450178,Not Available,Not Available
07_2015,TX,450184,300 or more,20
07_2015,TX,450187,Between 100 and 299,27
07_2015,TX,450188,Fewer than 100,26
07_2015,TX,450192,Between 100 and 299,29
07_2015,TX,450193,300 or more,26
07_2015,TX,450194,300 or more,27
07_2015,TX,450196,300 or more,27
07_2015,TX,450200,300 or more,30
07_2015,TX,450203,300 or more,28
07_2015,TX,450209,300 or more,20
07_2015,TX,450210,Between 100 and 299,23
07_2015,TX,450211,300 or more,31
07_2015,TX,450213,300 or more,16
07_2015,TX,450214,Between 100 and 299,27
07_2015,TX,450219,Between 100 and 299,25
07_2015,TX,450221,Between 100 and 299,29
07_2015,TX,450222,300 or more,28
07_2015,TX,450229,300 or more,28
07_2015,TX,450231,300 or more,30
07_2015,TX,450235,Fewer than 100,13
07_2015,TX,450236,300 or more,18
07_2015,TX,450237,300 or more,24
07_2015,TX,450241,Fewer than 100,37
07_2015,TX,450243,Fewer than 100,27
07_2015,TX,450253,Fewer than 100,23
07_2015,TX,450271,300 or more,26
07_2015,TX,450272,300 or more,20
07_2015,TX,450280,300 or more,20
07_2015,TX,450289,300 or more,15
07_2015,TX,450292,300 or more,22
07_2015,TX,450293,Fewer than 100,21
07_2015,TX,450299,300 or more,31
07_2015,TX,450306,Fewer than 100,27
07_2015,TX,450324,300 or more,27
07_2015,TX,450330,Between 100 and 299,21
07_2015,TX,450340,300 or more,30
07_2015,TX,450346,300 or more,29
07_2015,TX,450347,300 or more,21
07_2015,TX,450348,Between 100 and 299,59
07_2015,TX,450351,300 or more,28
07_2015,TX,450352,300 or more,20
07_2015,TX,450358,300 or more,24
07_2015,TX,450369,Between 100 and 299,27
07_2015,TX,450370,Between 100 and 299,23
07_2015,TX,450372,300 or more,26
07_2015,TX,450373,Fewer than 100,28
07_2015,TX,450379,300 or more,21
07_2015,TX,450388,300 or more,28
07_2015,TX,450389,300 or more,27
07_2015,TX,450395,300 or more,24
07_2015,TX,450399,Between 100 and 299,18
07_2015,TX,450400,Between 100 and 299,34
07_2015,TX,450403,300 or more,29
07_2015,TX,450411,Between 100 and 299,33
07_2015,TX,450419,Between 100 and 299,23
07_2015,TX,450422,300 or more,48
07_2015,TX,450424,300 or more,16
07_2015,TX,450431,300 or more,33
07_2015,TX,450447,300 or more,28
07_2015,TX,450451,Between 100 and 299,26
07_2015,TX,450460,Between 100 and 299,29
07_2015,TX,450462,300 or more,25
07_2015,TX,450465,300 or more,21
07_2015,TX,450469,300 or more,23
07_2015,TX,450475,Between 100 and 299,23
07_2015,TX,450484,300 or more,32
07_2015,TX,450488,Not Available,Not Available
07_2015,TX,450489,Fewer than 100,31
07_2015,TX,450497,Fewer than 100,27
07_2015,TX,450498,Fewer than 100,36
07_2015,TX,450508,300 or more,25
07_2015,TX,450518,300 or more,26
07_2015,TX,450537,300 or more,25
07_2015,TX,450539,300 or more,34
07_2015,TX,450558,300 or more,33
07_2015,TX,450563,300 or more,28
07_2015,TX,450565,Between 100 and 299,24
07_2015,TX,450571,300 or more,26
07_2015,TX,450573,Between 100 and 299,18
07_2015,TX,450578,Fewer than 100,26
07_2015,TX,450580,Between 100 and 299,25
07_2015,TX,450584,Fewer than 100,33
07_2015,TX,450586,Fewer than 100,24
07_2015,TX,450587,300 or more,30
07_2015,TX,450591,Between 100 and 299,22
07_2015,TX,450596,300 or more,33
07_2015,TX,450597,Between 100 and 299,24
07_2015,TX,450604,300 or more,41
07_2015,TX,450605,Between 100 and 299,28
07_2015,TX,450610,300 or more,25
07_2015,TX,450617,300 or more,27
07_2015,TX,450620,Fewer than 100,11
07_2015,TX,450634,300 or more,29
07_2015,TX,450638,300 or more,34
07_2015,TX,450639,300 or more,25
07_2015,TX,450641,Fewer than 100,25
07_2015,TX,450643,300 or more,14
07_2015,TX,450644,300 or more,26
07_2015,TX,450647,300 or more,29
07_2015,TX,450651,300 or more,27
07_2015,TX,450653,300 or more,27
07_2015,TX,450654,Between 100 and 299,9
07_2015,TX,450656,300 or more,35
07_2015,TX,450658,Fewer than 100,30
07_2015,TX,450659,300 or more,36
07_2015,TX,450661,300 or more,25
07_2015,TX,450662,300 or more,28
07_2015,TX,450668,300 or more,39
07_2015,TX,450669,300 or more,27
07_2015,TX,450670,300 or more,28
07_2015,TX,450672,300 or more,32
07_2015,TX,450674,300 or more,28
07_2015,TX,450675,300 or more,27
07_2015,TX,450677,300 or more,22
07_2015,TX,450678,300 or more,37
07_2015,TX,450684,300 or more,18
07_2015,TX,450686,300 or more,23
07_2015,TX,450688,300 or more,16
07_2015,TX,450690,Between 100 and 299,26
07_2015,TX,450694,Fewer than 100,23
07_2015,TX,450697,300 or more,20
07_2015,TX,450698,Fewer than 100,20
07_2015,TX,450702,300 or more,34
07_2015,TX,450709,300 or more,26
07_2015,TX,450711,300 or more,26
07_2015,TX,450713,300 or more,28
07_2015,TX,450716,300 or more,29
07_2015,TX,450718,300 or more,30
07_2015,TX,450723,300 or more,15
07_2015,TX,450730,300 or more,20
07_2015,TX,450742,300 or more,29
07_2015,TX,450743,300 or more,24
07_2015,TX,450746,Fewer than 100,57
07_2015,TX,450747,300 or more,25
07_2015,TX,450749,Fewer than 100,23
07_2015,TX,450754,Between 100 and 299,31
07_2015,TX,450755,Between 100 and 299,34
07_2015,TX,450766,300 or more,36
07_2015,TX,450771,300 or more,27
07_2015,TX,450774,300 or more,52
07_2015,TX,450775,300 or more,27
07_2015,TX,450779,300 or more,29
07_2015,TX,450780,Between 100 and 299,44
07_2015,TX,450788,300 or more,29
07_2015,TX,450796,Fewer than 100,45
07_2015,TX,450797,Fewer than 100,25
07_2015,TX,450801,300 or more,28
07_2015,TX,450803,Not Available,Not Available
07_2015,TX,450804,300 or more,43
07_2015,TX,450808,Between 100 and 299,38
07_2015,TX,450809,300 or more,29
07_2015,TX,450820,300 or more,21
07_2015,TX,450822,300 or more,30
07_2015,TX,450825,Between 100 and 299,51
07_2015,TX,450827,300 or more,45
07_2015,TX,450828,Between 100 and 299,13
07_2015,TX,450831,Between 100 and 299,73
07_2015,TX,450833,Between 100 and 299,23
07_2015,TX,450834,Between 100 and 299,50
07_2015,TX,450840,300 or more,24
07_2015,TX,450844,300 or more,19
07_2015,TX,450845,Between 100 and 299,40
07_2015,TX,450847,300 or more,21
07_2015,TX,450848,300 or more,20
07_2015,TX,450851,300 or more,34
07_2015,TX,450853,300 or more,33
07_2015,TX,450855,300 or more,23
07_2015,TX,450856,300 or more,57
07_2015,TX,450860,Between 100 and 299,48
07_2015,TX,450862,300 or more,25
07_2015,TX,450864,300 or more,52
07_2015,TX,450865,Between 100 and 299,28
07_2015,TX,450867,300 or more,26
07_2015,TX,450869,300 or more,16
07_2015,TX,450871,300 or more,44
07_2015,TX,450872,300 or more,36
07_2015,TX,450874,Between 100 and 299,36
07_2015,TX,450875,300 or more,59
07_2015,TX,450876,300 or more,46
07_2015,TX,450877,300 or more,46
07_2015,TX,450880,300 or more,43
07_2015,TX,450883,Between 100 and 299,33
07_2015,TX,450884,Fewer than 100,32
07_2015,TX,450885,300 or more,35
07_2015,TX,450888,300 or more,54
07_2015,TX,450889,Between 100 and 299,43
07_2015,TX,450890,300 or more,31
07_2015,TX,450891,Between 100 and 299,37
07_2015,TX,450893,Between 100 and 299,52
07_2015,TX,450894,Between 100 and 299,39
07_2015,TX,451301,Not Available,Not Available
07_2015,TX,451303,Not Available,Not Available
07_2015,TX,451305,Not Available,Not Available
07_2015,TX,451308,Fewer than 100,17
07_2015,TX,451309,Not Available,Not Available
07_2015,TX,451310,Fewer than 100,31
07_2015,TX,451311,Fewer than 100,15
07_2015,TX,451313,Not Available,Not Available
07_2015,TX,451315,Not Available,Not Available
07_2015,TX,451316,Not Available,Not Available
07_2015,TX,451319,Not Available,Not Available
07_2015,TX,451320,Fewer than 100,17
07_2015,TX,451321,Not Available,Not Available
07_2015,TX,451322,Not Available,Not Available
07_2015,TX,451323,Between 100 and 299,32
07_2015,TX,451326,Not Available,Not Available
07_2015,TX,451330,Between 100 and 299,22
07_2015,TX,451331,Fewer than 100,20
07_2015,TX,451333,Not Available,Not Available
07_2015,TX,451334,Not Available,Not Available
07_2015,TX,451337,Between 100 and 299,36
07_2015,TX,451341,Not Available,Not Available
07_2015,TX,451342,Fewer than 100,38
07_2015,TX,451343,Fewer than 100,28
07_2015,TX,451344,Fewer than 100,39
07_2015,TX,451346,Between 100 and 299,31
07_2015,TX,451347,Between 100 and 299,43
07_2015,TX,451349,Fewer than 100,37
07_2015,TX,451350,Fewer than 100,22
07_2015,TX,451351,Fewer than 100,42
07_2015,TX,451353,Not Available,Not Available
07_2015,TX,451354,Fewer than 100,28
07_2015,TX,451356,Between 100 and 299,20
07_2015,TX,451357,Not Available,Not Available
07_2015,TX,451361,Fewer than 100,34
07_2015,TX,451363,Not Available,Not Available
07_2015,TX,451364,Not Available,Not Available
07_2015,TX,451365,Between 100 and 299,32
07_2015,TX,451366,Not Available,Not Available
07_2015,TX,451367,Between 100 and 299,34
07_2015,TX,451369,Not Available,Not Available
07_2015,TX,451370,Fewer than 100,16
07_2015,TX,451371,Between 100 and 299,23
07_2015,TX,451372,Not Available,Not Available
07_2015,TX,451373,Not Available,Not Available
07_2015,TX,451374,Fewer than 100,29
07_2015,TX,451376,Not Available,Not Available
07_2015,TX,451377,Between 100 and 299,18
07_2015,TX,451378,Between 100 and 299,34
