SURVEY_NAME,QUESTION_ID,QUESTION_TXT,ANSWER_TXT,NUM_RESPONSES,TOTAL_RESPONSES
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Everything was completed electronically and was handled very efficiently and timely.      We operate on a calendar year basis so it took more time/effort on our part to assemble the information that you requested. It would save considerable time and effort for the auditee if there was an option to use the entity's fiscal year rather than the State's fiscal year.     ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Everything was easy & Phyllis was very nice.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Everything was fine.  Very professional service.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Everything was good. Brian Hauser was very professional and did a great job explaining the audit.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Everything was handled with professionalism.  Jeremy was very patient with me and very helpful.  He explained things thoroughly.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Everything went very smoothly with this audit. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Excellent communication and thorough explanation,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Excellent person to work with!  Extremely knowledgeable, helped me to understand the processes and procedures!",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Explained things that I had no knowledge... Thanks for the education ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",First audit for me at Springer and it was a very smooth process from the State of Ohio.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",First time with an audit conducted with documents sent electronically and auditor remotely.  Went very smoothly and prefer this method.  Thank you.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",For an audit it seemed to go fairly smooth.  The auditor was professional.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Forgive me for not remembering the name of the lady who originally called to set up the audit, she and Nancy were efficient and kept me up to date and informed.  Very pleasant and easy to work with.  The audit was conducted extremely timely.  Kudos to these ladies for working in a friendly manner when we all know things have been super stressful for everyone over the last couple of years.  Keep up the good work! ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","From the first phone call from Margaret to ending the audit from Sharon, they explained everything that I needed to know about the audit.  They were helpful on what needed to be done.  Keep up the good work ladies.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",GREAT AUDITOR,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Genna Blythe did a great job explaining everything and making it easy to understand.  Much smoother process than we had thought it would be.  Thank you!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Genna was a pleasure to work with and took the time to educate me and walk me through the website. For something that was so nerve wracking she helped put me at ease and make me feel comfortable. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Getting a notice that you're being audited can be scary. From the start, Tracey walked me through everything and was a great resource and made it as painless as possible. I enjoyed it and learned a lot. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Give small businesses a break. If the President of the company spends 6 hours of time toting out closet organizers at midnight so her husband, the only carpenter in the group, could meet a deadline, and then our auditor says, 'oh, well then, all of her time must then go into the 5437 Carpentry classification. Resources are in short supply, this was last year during the shut down, so they could not get people to come help with projects, even subcontractors. And to add insult to injury, your organization decides to audit them, a small family owned business who is trying to abide by all the rules, you have made them scramble to fit your boxes and meet the expectations of an auditor who shows no mercy to the extreme situations that they were exposed to last year during the shut down. This has been a horrible experience, one which I will share with all of my other clients to warn them of how difficult the BWC is to work with. Sorry, this whole process has left me and my client emotionally drained, angry, and less trusting of the big agencies who think they are dealing with a company with hundreds of employees. This company has 4 employees. 4. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Glad Lee came to do the audit because I learn something every time he does and I appreciate it.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Good communication, professional appearance and demeanor, efficient use of time.  We are satisfied with the experience",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Good experience, very friendly interaction",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Good process for understanding the BWC process,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Great experience.  Auditor explained the process and reasons for the audit.  Auditor put me at ease.  Auditor was very knowledgeble and helpful.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Great working with Rick.  Thanks, Rick!",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Had a wonderful experience. The auditor was very friendly and explained everything and very prompt getting back to me.   Thank you.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Had no problem with J. Kovacs.  Did his job, gave me results and was out of here with no fuss.",1,858
